ID,room_number,subway,address,parking,home_renovation,balcony,windows,additional_amenities,ceiling_height,garbage_chute,total_area,loggia,separate_bathroom,shared_bathroom,building_type,floors_number,apartment_floor,freight_elevator,passenger_elevator,parking_0,parking_1,parking_2,parking_3,parking_4,parking_5,home_renovation_0,home_renovation_1,home_renovation_2,home_renovation_3,windows_0,windows_1,windows_2,windows_3,additional_amenities_0,additional_amenities_1,garbage_chute_0,garbage_chute_1,building_type_0,building_type_1,building_type_2,building_type_3,building_type_4,building_type_5,building_type_6,building_type_7,building_type_8,building_type_9,price
272156997,5,433526.99,220555.55555555556,3,2,0,0,1,3.2,1,170.0,0,0,2,2,5,5,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,175000
274617827,5,433526.99,441333.3333333333,0,2,0,0,1,2.76,1,200.0,0,0,1,2,3,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,190000
274252871,3,313196.9696969697,258750.0,5,0,0,2,1,3.0,0,105.0,1,1,2,4,17,6,1,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,240000
269132104,1,313196.9696969697,331489.3617021277,5,2,0,0,1,3.0,1,60.0,0,0,1,3,12,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,250000
273911217,5,313196.9696969697,254347.8260869565,0,1,0,1,1,2.76,1,155.0,0,0,1,5,6,4,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,250000
269716469,3,313196.9696969697,258750.0,5,2,0,2,1,3.0,0,134.0,0,0,2,3,16,8,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,300000
274137125,5,196432.4144144144,431562.5,5,1,0,2,1,2.76,1,214.6,0,0,4,5,13,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,500000
274140104,5,313196.9696969697,431562.5,3,0,0,0,1,3.2,1,204.0,0,0,4,4,14,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,500000
271258034,5,313196.9696969697,433333.3333333333,0,2,0,0,1,2.76,1,180.0,1,0,1,5,8,7,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,500000
166833883,6,340903.6144578313,253750.0,0,1,2,1,1,2.76,1,260.0,3,1,3,2,8,6,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,590000
273798495,4,313196.9696969697,500000.0,0,1,0,2,1,2.76,1,237.1,1,1,2,4,11,7,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,650000
274810876,4,313196.9696969697,397500.0,5,2,0,3,1,2.76,1,215.0,0,0,3,2,5,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,700000
274199925,3,340903.6144578313,254347.8260869565,0,0,0,0,1,2.76,1,100.0,0,0,1,5,3,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,115000
274223065,2,313196.9696969697,368333.3333333333,0,1,0,1,1,2.76,1,60.0,0,0,1,5,6,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,120000
271264562,5,433526.99,220555.55555555556,3,2,0,2,1,3.2,0,170.0,0,0,2,9,5,5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,175000
272632345,3,340903.6144578313,254347.8260869565,0,0,0,3,1,3.0,0,98.0,0,1,0,2,6,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,185000
274018110,2,340903.6144578313,441333.3333333333,5,0,0,3,1,3.1,0,175.0,0,2,0,3,9,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,200000
274029603,4,313196.9696969697,254347.8260869565,0,2,0,2,1,2.76,1,180.0,0,0,3,2,4,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,350000
274548856,4,313196.9696969697,431562.5,5,1,0,0,1,2.76,1,132.0,0,0,2,3,13,12,2,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,350000
271766412,6,410000.0,523333.3333333333,0,2,1,0,1,2.76,1,228.0,0,0,2,5,6,3,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,400000
269165004,3,313196.9696969697,431562.5,1,0,0,3,1,4.2,0,92.3,0,2,0,3,7,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,470000
274105576,5,313196.9696969697,431562.5,5,2,1,2,1,3.2,1,204.0,0,0,4,5,13,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,500000
273785180,4,340903.6144578313,331489.3617021277,0,2,0,2,1,3.2,1,160.0,0,0,3,5,26,26,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,650000
273785183,4,340903.6144578313,331489.3617021277,0,2,0,2,1,3.2,1,140.0,0,0,3,5,26,25,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,650000
273785185,4,340903.6144578313,331489.3617021277,0,2,1,2,1,3.2,1,140.0,1,0,3,5,26,25,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,700000
274528249,1,340903.6144578313,261428.57142857142,3,1,1,3,1,2.76,1,45.0,0,0,1,2,7,6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,120000
274431438,3,313196.9696969697,120000.0,3,2,0,2,1,3.2,1,65.0,0,0,1,5,7,7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,130000
274064272,3,340903.6144578313,140000.0,0,2,0,2,1,2.76,0,87.0,0,1,0,2,7,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,140000
273078340,3,313196.9696969697,227000.0,0,1,1,2,1,3.0,0,90.0,0,0,1,2,12,7,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,145000
274359655,4,313196.9696969697,254347.8260869565,5,2,0,3,1,2.76,1,180.0,0,3,0,2,4,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,350000
272226556,4,340903.6144578313,254347.8260869565,0,1,1,3,1,2.76,1,180.0,0,0,1,5,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,400000
273114736,4,313196.9696969697,431562.5,0,1,2,3,1,2.76,1,170.0,0,0,1,5,7,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,650000
274319903,3,313196.9696969697,99000.0,4,3,0,0,1,2.76,1,75.0,0,1,0,2,10,9,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,99000
273427928,3,313196.9696969697,433333.3333333333,0,1,0,1,1,2.76,1,87.0,0,0,1,2,7,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,100000
274296188,3,340903.6144578313,253750.0,4,3,1,2,1,3.0,0,105.0,0,0,2,2,9,9,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,180000
272887177,3,340903.6144578313,220555.55555555556,5,0,0,0,1,3.2,1,99.0,1,0,2,2,9,3,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,200000
269319175,1,313196.9696969697,331489.3617021277,5,0,0,0,1,3.5,1,60.0,0,0,1,4,11,2,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,250000
269687656,4,313196.9696969697,245454.54545454544,0,2,0,0,1,2.76,1,140.0,0,0,2,5,6,4,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,280000
274501292,3,340903.6144578313,254347.8260869565,0,1,0,2,1,2.76,1,120.0,0,0,2,5,5,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,300000
261980888,3,313196.9696969697,331489.3617021277,5,0,0,0,1,2.8,1,133.0,0,0,2,4,13,5,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,400000
272567246,4,313196.9696969697,254347.8260869565,0,0,1,0,1,2.76,1,180.0,0,0,3,3,4,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,400000
274930877,4,433526.99,441333.3333333333,5,0,0,3,1,2.76,1,219.0,1,1,2,4,9,5,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,450000
273576298,3,433526.99,245454.54545454544,5,0,1,0,1,2.76,1,130.0,0,0,2,2,8,3,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,450000
271108834,5,313196.9696969697,433333.3333333333,5,1,1,2,1,3.0,0,180.0,0,1,2,3,7,7,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,500000
256631457,4,340903.6144578313,254347.8260869565,3,0,1,2,1,3.2,1,190.0,0,0,2,2,7,7,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,520000
271988698,3,313196.9696969697,331489.3617021277,0,1,0,2,1,2.76,0,174.0,0,1,1,4,16,10,0,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,550000
271305644,6,340903.6144578313,368333.3333333333,0,1,0,3,1,2.76,1,336.0,0,0,1,5,5,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,590000
271097684,4,313196.9696969697,431562.5,5,1,1,0,1,2.76,0,170.0,1,1,2,4,7,4,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,650000
273106501,6,356600.0,523333.3333333333,3,0,0,2,1,3.2,1,338.0,0,0,3,2,6,5,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,650000
274066192,2,313196.9696969697,331489.3617021277,3,0,0,1,1,2.76,1,52.0,0,0,1,6,24,11,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,80000
273763131,3,313196.9696969697,431562.5,0,0,0,3,1,2.76,1,91.0,0,1,0,5,10,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,95000
273684904,2,313196.9696969697,105000.0,3,0,1,2,1,2.76,1,56.0,0,1,0,6,16,7,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,105000
271542995,3,313196.9696969697,206500.0,3,0,2,0,1,3.2,1,80.0,0,0,1,9,6,5,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,120000
273012299,2,340903.6144578313,146250.0,0,0,0,2,1,3.2,1,94.0,0,0,1,2,5,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,135000
270282698,2,340903.6144578313,331489.3617021277,0,0,0,1,1,3.0,1,40.0,0,1,1,4,26,21,3,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,135000
274336333,3,313196.9696969697,206500.0,3,2,0,0,1,5.5,1,94.0,0,0,2,2,4,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,145000
272244255,3,313196.9696969697,227000.0,3,0,0,1,1,2.76,1,90.0,0,1,0,2,12,4,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,145000
272701749,2,433526.99,202399.9,3,0,0,1,1,3.0,1,120.0,0,0,1,9,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,165000
